Name,Type
Preto Martinho,Red
Tinto Cão,Red
Touriga Franca,Red
Touriga Francesa,Red
Touriga Nacional,Red
Azal Espanhol,Red
Preto de Mortágua,Red
Turán,Red
Trepat,Red
Bonicaire,Red
Embolicaire,Red
Parrel,Red
Trapat,Red
Traput and Trepan,Red
Trevisana nera,Red
Trincadeira,Red
Castelão,Red
Torneiro,Red
Usakhelauri,Red
Uva di Troia,Red
Nero di Troia,Red
Sumarello,Red
Uva di Canosa,Red
Uva di Barletta,Red
Troiano,Red
Tranese,Red
Uva della Marina,Red
Uvalino,Red
Uva Rara,Red
Uva Tosca,Red
Vaccarese,Red
Vaccarèse,Red
Brun Argenté,Red
Valdiguié,Red
Brocol,Red
Napa Gamay,Red
Gamay 15,Red
Valentino nero,Red
Vermentino nero,Red
Vespolina,Red
Vien de Nus,Red
Volidza,Red
Volitsa,Red
Vranac,Red
Vuillermin,Red
Wildbacher,Red
Blauer Wildbacher,Red
Wrothham Pinot,Red
Xinomavro,Red
Xynomavro,Red
Žametovka,Red
Zinfandel,Red
Crljenak Kaštelanski,Red
Primitivo,Red
Zweigelt,Red
Zweigeltrebe,Red
Rotburger,Red
Adalmiina,White
Aldemina,White
Elmer Swenson,White
Addoraca,White
Odoacra,White
Aidani,White
Aidini,White
Aedani,White
Aidani,White
Aspro,White
Aedano,White
Aedani,White
Aidano,White
Aspedano,White
Aspraidano,White
Asproaidani,White
Leyko,White
Lefko,White
Lafko Aidani,White
and Lefko Ithani,White
Airén,White
Aiden,White
Blancon,White
Forcallada,White
Forcallat,White
Forcallat blanca,White
Forcallat blanco,White
Forcayat,White
Forcellat bianca,White
Forcellat blanca,White
Laeren del Rey,White
Lairen,White
Layren,White
Manchega,White
Mantuo Laeren,White
Valdepenas,White
Valdepenera blanca,White
and Valdepenero,White
Alarije,White
Alarijen,White
Albalonga,White
Albana,White
Albana a Grappo Longo,White
Albana a Grappolo Fitto,White
Albana a Grappolo Lungo,White
Albana a Grappolo Rado o Gentile,White
Albana dell'Istria,White
Albana della Forcella,White
Albana di Bertinoro,White
Albana di Bologna,White
Albana di Forli,White
Albana di Gatteo,White
Albana di Lugo,White
Albana di Montiano,White
Albana di Pesaro,White
Albana di Romagna,White
Albana di Terra Del Sole,White
Albana Gentile,White
Albana Gentile di Faenza,White
Albana Gentile di Ravenna,White
Albana Grossa,White
Albano,White
Albanone,White
Albuelis,White
Biancame Sinalunga,White
Forcella,White
Forcellata,White
Forcellina,White
Forcelluta,White
Raccia Pollone,White
Ribona,White
Riminese,White
and Sforcella,White
Albanella,White
Albanello bianco,White
Alablanca,White
Albanella,White
Albanello Bianco di Siracusa,White
Alvanella,White
Alvanello,White
Arnina Bianca,White
Arvina and Claretta,White
Albaranzeuli bianco,White
Albaranzèllu,White
Alvarenzeli,White
Alvarenzell,White
Alvaranzeuli,White
Alvaranzeuli bianco,White
Lacconargiu,White
Lacconarzu,White
Lacconazzu biancu,White
Laconari bianca,White
Laconarzu,White
Laconazzu bianco,White
Liconargiu and Licronasciu,White
Albarello,White
Albariño,White
Alvarinho,White
Cainho branco,White
Albarina,White
Alvarin Blanco,White
Alvarinha,White
Alvarinho,White
Azal Blanco,White
Galego and Galeguinho,White
Albarola,White
Albarola bianca,White
Albarola di Lavagna,White
Albarola trebbiana,White
Bianchetta Genovese,White
Calcatella,White
Calcatella di Sarzana,White
Erbarola,White
Temosci,White
Trebbiano di Sarzana and Trebbiano locale,White
Albillo,White
Albilla,White
Albillo de Cebreros,White
Albillo de Madrid,White
Albillo de Toro,White
Albillo Castellano,White
Blanco del País,White
Castellano,White
Gual,White
Hoja Vuelta,White
Nieves Temprano,White
Pardillo,White
Abuela,White
Acerba,White
Acerva,White
Albarin blanco,White
Albil Prado,White
Albilo Kasteliano,White
Albillo blanco,White
Albillo blanco fino,White
Albillo Cagalon,White
Albillo Castillian,White
Albillo de Granada,White
Albillo de Huebla,White
Albillo de San Jeronimo,White
Albillo Dorado,White
Albillo Prado,White
Albillo Peco,White
Albillo Peco de Trebugena,White
Albillo Real,White
Albillo Temprano,White
Albillo Verdal,White
Albuela,White
Alvilla,White
Alvillo,White
Arvilla,White
Besto Maduro,White
Blanco Castellano,White
Blanco Pais,White
Blanco Ribera,White
Blanco Rivera,White
Cagalon,White
Cepa Canasta,White
Cepa de Lena,White
De Lena,White
Hogazuela,White
Hogomela,White
Nives Temprano,White
Ojo de Liebre,White
Pardillo de Albillo,White
Picapol,White
Prolifera,White
Temprano de Campo Real,White
Temprano de Mora,White
Uva de Lena,White
Uva Pardilla and Verdaguilla,White
Alcañón,White
Blanco Castellano and Bobal Blanca,White
Aligoté,White
Aligotay,White
Alligotay,White
Alligoté,White
Blanc de Troyes,White
Carcairone blanc,White
Carcarone,White
Carchierone,White
Chaudenet,White
Chaudenet Gras,White
Giboudot blanc,White
Griset blanc,White
Karkarone Blank,White
Melon de Jura,White
Muhranuli,White
Mukhranudi,White
Pistone,White
Plant de Trois,White
Plant de Trois Raisins,White
Plant gris,White
Purion blanc,White
Selon Molon,White
Selon Odart,White
Troyen blanc,White
Vert blanc,White
Alionza,White
Aglionza,White
Alconza,White
Aleonza,White
Alionga,White
Bianca del Bolognese,White
Allionza,White
Allionza bianca,White
Glionza,White
Leonza,White
Uva Lonza and Uva Schiava,White
Altesse,White
Roussette,White
Altesse Blanche,White
Altesse Verte,White
Arin,White
Fusette,White
Fusette d'Amberieu,White
Fusette de Montagnieu,White
Ignam,White
Ignan Blanc,White
Maconnais,White
Petit Maconnais,White
Prin Blanc,White
Rousette Haute,White
Roussette,White
Roussette Basse,White
Roussette de Montagnieu,White
Roussette Grosse,White
Roussette Haute,White
Roussette Petite,White
Serene Blanche,White
Amigne,White
Amigne Blanche and Amique,White
Ansonica,White
Inzolia,White
Amsonica,White
Ansolia,White
Ansolica,White
Ansoliku,White
Ansonica Bianca,White
Ansora,White
Ansoria,White
Ansorica,White
Anzonaka,White
Anzonica,White
Anzulu,White
Arba Solika,White
Erba Insolika,White
Inselida,White
Insolia,White
Insolia di Palermo,White
Insora,White
Inzolia,White
Inzolia Parchitana,White
Nsolia,White
Nsuolia,White
Nzolia,White
Nzolia Bianca,White
Nzolia di Lipari,White
Nzolia di Palermo,White
Soria,White
and Zolia Bianca,White
Antao Vaz,White
Arany sárfehér,White
Izsáki,White
Izsáki Sárfehér,White
Fehér dinka,White
Német dinka,White
Huszár szőlő,White
Arbane,White
Albane,White
Arbane blanc,White
Arbane du Bachet,White
Arbanne,White
Arbanne blanche,White
Arbenne,White
Arbenne blanc,White
Arbone,White
Crène (in Balnot-sur-Laignes,White
Balnot-la-Grange and Polisot),White
Crene,White
Crénillat,White
Crenillat and Darbanne,White
Arbois,White
Menu Pineau and Petit Pineau,White
Herbois,White
Orbois and Verdet,White
Arilla,White
Agrilla,White
Arillo,White
Rille and Uva Rilla,White
Arinto,White
Assario branco,White
Arintho,White
Arintho du Dao,White
Arinto Cachudo,White
Arinto Cercial,White
Arinto d'Anadia,White
Arinto de Bucelas,White
Arinto do Douro,White
Arinto Galego,White
Asal Espanhol,White
Asal Galego,White
Assario branco,White
Boal Cachudo,White
Branco Espanhol,White
Cerceal,White
Chapeludo,White
Malvasia Fina,White
Pe de Perdiz branco,White
Pederna,White
and Pedernao,White
Arneis,White
Bianchetta,White
Bianchetta d'Alba,White
Bianchetta di Alba,White
Bianchetto,White
Bianchetto Albese,White
Bianchetto di Alba,White
Bianchetto di Verzuolo,White
and Nebbiolo bianco,White
Arnsburger,White
Arrufiac,White
Arrufiat,White
Ruffiac,White
Ambre,White
Arafiat,White
Arrefiac,White
Arrefiat,White
Arrufiat,White
Arufiat,White
Raffiac,White
Raffiat,White
Refiat,White
Rouffiac Femelle,White
Ruffiac,White
Ruffiac Blanc,White
and Rufiat,White
Arvesiniadu,White
Alvu Signadu,White
Argu Ingianau,White
Argu Ingiannau,White
Arvesimiadu bianco,White
Arvu Siniadu,White
Arvusiniadu,White
Arvusiniagu,White
Avrisiniadu and Uva Oschirese,White
Asprinio bianco,White
Asprinia di Aversa,White
Asprinio,White
Asprino,White
Greco,White
Lacrima,White
Olivese,White
Ragusano,White
Ragusano Bianco,White
Uva Asprina and Uva Asprinia,White
Assyrtiko,White
Assyrtico,White
Arcytico,White
Assirtico,White
Assyrtico,White
Asurtico,White
and Asyrtiko,White
Athiri,White
Asprathiri,White
Asprathiro,White
Athiri Aspro,White
Athiri Lefko,White
and Athiri Leyko,White
Aubin,White
Aubin blanc,White
Albin Blanc,White
Aneb ben Cadi,White
Aubin,White
Blanc de Magny,White
Gros Vert de Crenay,White
Aubin vert,White
Aubun vert,White
Blanc d'Euvezin,White
Blanc d'Euvizin and Vert blanc,White
Aurelius,White
Auxerrois blanc,White
Arboisier,White
Arnaison blanc,White
Arnoison,White
Aubaine,White
Auvergnat blanc,White
Auvernas blanc,White
Auvernat blanc,White
Auxois blanc,White
Bargeois blanc,White
Beaunois,White
Blanc De Champagne,White
Breisgauer Sussling,White
Burgundi Feher,White
Chablis,White
Chardennet,White
Chardonnay blanc,White
Chatey Petit,White
Chaudenet,White
Claevner,White
Clevner Weiss,White
Epinette blanche,White
Epinette De Champagne,White
Ericey blanc,White
Feher Chardonnay,White
Feherburgundi,White
Feinburgunder,White
Gamay blanc,White
Gelber Weissburgunder,White
Gentil blanc,White
Grosse Bourgogne,White
Klawner,White
Klevanjka Biela,White
Lisant,White
Luisant,White
Luizannais,White
Luizant,White
Luzannois,White
Maconnais,White
Maurillon blanc,White
Melon blanc,White
Melon D'Arbois,White
Moreau blanc,White
Morillon blanc,White
Moulon,White
Noirien blanc,White
Petit Chatey,White
Petit Sainte-marie,White
Pino Shardone,White
Pinot Blanc A Cramant,White
Pinot Blanc Chardonnay,White
Pinot Chardonnay,White
Plant De Tonnerre,White
Romere,White
Romeret,White
Rouci Bile,White
Rousseau,White
Roussot,White
Rulander Weiss,White
Sainte Marie Petite,White
Sardone,White
Shardone,White
Weiss Silber,White
Weissedler,White
Auxerrois blanc de Laquenexy and Auxerrois de Laquenexy,White
Avesso,White
Bornal,White
Bornao,White
Borracal Branco,White
and Borral,White
Azal branco,White
Asal branco,White
Asal da Lixa,White
Azal bianco,White
Azal da Lixa,White
Carvalha,White
Carvalhal,White
Es Pinheira,White
Gadelhudo,White
and Pinheira,White
Barcelo,White
Bacchus,White
Bacchus Weiss,White
Weisser Bacchus,White
Frühe Scheurebe,White
Geilweilerhof 33-29-133 and Gf 33-29-133,White
Baco blanc,White
22 A Baco,White
Baco 22 A,White
Baco 22-A,White
Baco 221,White
Maurice Baco,White
and Piquepoul de Pays,White
Baiyu,White
Rkatsiteli,White
Balzac blanc,White
Balzard blanc,White
Balzat,White
Blanc Limousin,White
Chigne,White
Dressiere,White
Limousin blanc,White
Margnac blanc,White
Plant de Saint Jean and Ressière,White
Banat Riesling,White
Banat Rizling,White
Baratuciat,White
Bertauciat and Bertacucià,White
Barbera bianca,White
Bertolino,White
Bertoulin,White
Caria l'Aso,White
Lardera,White
Lardera bianca,White
Lardera delle Langhe,White
Martinella,White
Martinetta,White
Ovata bianca,White
Peigein,White
Peigin,White
Peisìn,White
Peisin,White
Poison bianco,White
Poisino and Uva Ovata,White
Bariadorgia,White
Bariadorgia bianca,White
Barria Dorgia,White
Barriadorgia,White
Barriadorza,White
Carcaghjolu biancu,White
Carcajola,White
Carcajolo bianco,White
Carcajolo blanc,White
Cargajola blanc,White
Fragrante,White
Gregu bianco,White
Variatoghja and Verzolina bianca,White
Baroque,White
Barake,White
Baroca,White
Baroke,White
Barroque,White
Blanc Bordelais,White
Bordelais,White
Bordelais blanc,White
Bordeleza zuria,White
Boudales,White
Bourdales,White
Claverie blanc,White
Escripet folle,White
Muscadelle de Nates,White
Petit Bordelais,White
Plant Bordelais and Sable blanc,White
Belina,White
Benedino,White
Besgano bianco,White
Besgano bianca,White
Besgano,White
Bianco di Bobbio,White
Colombana bianca,White
Gragnolato blanco,White
Grangnolo bianco,White
Grignola,White
Grignolato bianco,White
Grignolino bianco,White
Grignolo,White
Grignolo bianco,White
Grignolo Bianco di San Colombano,White
San Colombano Piccolo and Uva di Milano,White
Bia blanc,White
Bear,White
Beard and Biard,White
Bianca,White
Biahka,White
Bianka,White
EC 40,White
ECS 40,White
Egri Csillagok 40 and May Rot,White
Biancame,White
Bianchello,White
Malvasia di Sardegna,White
Trebbiano Toscano and Albana,White
Bianchetta Trevigiana,White
Bianca Gentile di Fonzaso,White
Bianchetta,White
Bianchetta Gentile,White
Bianchetta Semplice,White
Bianco Vernanzinaj,White
Cenese,White
Pavana bianca,White
Pignolo bianco,White
Senese,White
Uva Cinese,White
Vernaccia,White
Vernaccia di Verona,White
Vernaccia Trentina,White
Vernanzina,White
Vernassina,White
Vernazza,White
Vernazza Trentina,White
Vernazzina,White
Weisser Vernatch and Weissvernatsch,White
Bianchetti Genovese,White
Bianco d'Alessano,White
Acchiappapalmento,White
Achiappapalmento,White
Bianco d'Assano,White
Bianco di Latiano,White
Bianco di Lessame,White
Bianco di Palmento,White
Bianco di Valdigna,White
Butta Palmento,White
Iuvarello,White
Verdurino and Vuiono,White
Biancolella,White
Bianca,White
Bianca Tera,White
Biancolella selvatica,White
Biancolella Veraca,White
Biancolella Verace,White
Biancolillo,White
Bianculella,White
Bianculellu,White
Ianculella,White
Ianculillo,White
Jancolella,White
Janculella,White
Janculillo,White
Petite blance and Petite Blanche,White
Biancu Gentile,White
Biancone di Portoferraio,White
Biancona,White
Biancone,White
Biancone blanc,White
Corcesco,White
Folle Verte d'Oleron,White
Pagadebiti di Porto S Stefano,White
Pagadebiti di Porto San Stefano and Uva bianca,White
Bical,White
Borrado das Moscas,White
Arinto de Alcobaça,White
Barrado das Moscas,White
Bical de Bairrada,White
Borrado das Moscas,White
Pintado das Moscas,White
and Pintado dos Pardais,White
Bigolona,White
Bigolara,White
Bigolona bianca,White
Bigolona Veronese,White
Sampagna and Smarzirola,White
Blatterle,White
Bianchetto de Verzuolo,White
Blaterle,White
Blatterl and Platterle,White
Bratislavské biele,White
Boais,White
Bogdanuša,White
Bogdanoucha,White
Bogdanuša Bijela,White
Bogdanuša Mala,White
Bogdanuša Vela,White
Bogdanuša Vela Mladinka,White
Bojadanuša,White
Bojdanuša,White
Mladeinka,White
Vrbanjka,White
and Vrbanjska,White
Bombino bianco,White
Abondante,White
Bambino,White
Bambino Peloso Gentile,White
Bammino,White
Banjac,White
Bilana,White
Bobbino,White
Bommino,White
Bonvino,White
Bonvino bianco,White
Buon Vino,White
Buonvino bianco,White
Butta Palmento,White
Butta Pezzente,White
Buttspezzante,White
Calatammurro,White
Calpolese,White
Camblese,White
Campanile,White
Campolese,White
Campolese Camplese,White
Campolese Chiuso,White
Campolese Scinciaro,White
Campolese Sciniato,White
Carapa,White
Castella,White
Cococciola,White
Cola Tamburo,White
Colatammurro,White
Debit,White
Debit Veliki,White
Donnee,White
Marese,White
Ottenese,White
Ottonese (in central Italy,White
particularly the Lazio region),White
Pagadebiti,White
Poulzhinatz,White
Pulizanac,White
Puljizanac,White
Ribola,White
Ripona,White
Scacciadebiti,White
Schiacciadebiti,White
Straccia Cambiale,White
Strappa Cambiale,White
Tivolese bianco,White
Trebbiano Abruzzese,White
Trebbiano Bianco di Chieti,White
Trebbiano Campolese,White
Trebbiano d'Abruzzo,White
Trebbiano d'Ora,White
Trebbiano d'Oro,White
Trebbiano di Abruzzo,White
Trebbiano di Avezzano,White
Trebbiano di Macerata,White
Trebbiano di Teramo,White
Trebbiano Dorato di Teramo,White
Trivolese,White
Uva Castellana,White
Uva da un Osso,White
Uva Fermana,White
Uva Romana,White
and Zapponara bianca,White
Borba blanca,White
Bosco,White
Bosco Bianco,White
Bosco Bianco del Genovesato and Madea,White
Bourboulenc,White
Berlou blanc,White
Blanquette,White
Blanquette du Frontonnais,White
Blanquette du Gard,White
Blanquette menue,White
Bourbojlanc,White
Bourboulenco,White
Bourbouleng,White
Bourboulenque,White
Bourbounenco,White
Burbulen,White
Clairette dorée à Paulhan,White
Clairette à grains ronds,White
Clairette blanche,White
Clairette dorée,White
Clairette grosse,White
Clairette rousse,White
Clairette rousse du Var,White
Doucillon,White
Frappad,White
Grosse Clairette,White
Malvoisie,White
Malvoisie à la Clape,White
Mourterille,White
Ondenc,White
Picardan,White
Roussaou,White
Roussette,White
Roussette du Vaucluse,White
Bouvier,White
Bela Ranina,White
Bela Ranka,White
Boouvierovo Grozno,White
Bouvier blanc,White
Bouvier Précoce,White
Bouvier Trante weisse,White
Bouvier Traube weisse,White
Bouvierov Hrozen,White
Bouvierova Ranina,White
Bouvierovo Grozno,White
Bouvierovo Hrozno,White
Bouvierovo Ranina,White
Bouvierrebe,White
Bouviertraube,White
Bouviertraube weisse,White
Bouvieruv Hrozen,White
Bouvijejeva Ranka,White
Bouvijeorva Ranina,White
Bouvijerova Ranka,White
Bovije,White
Buveleova Ranka,White
Buvie,White
Buvierov Hrozen,White
Buvije,White
Buvijeova Ranina,White
Buvijeova Ranka,White
Buvijeva Ranka,White
Buvileova Ranka,White
Chasselas Bouvier,White
Findling,White
Kimmig Kp 1,White
Précoce de Bouvier,White
Précoce de Bouvier bianco,White
Précoce de Bouvier blanc,White
Précoce di Bouvier bianco,White
Radgonska Ranina,White
Radgonska Ranina bijela,White
Ragdonska Ranina bela,White
Ranina,White
Ranina bela,White
Ranka,White
and Sasla Buvije,White
Breidecker,White
CD 4984,White
Geisenheim 4984,White
and Gm 49-84,White
Brustiano bianco,White
Bruschiami,White
Bruschianu,White
Bruschjami,White
Bruschjanu,White
Brustiano,White
Brustianu,White
Calitrano,White
Calitranu,White
Colitrano  and Licronaxu bianco,White
Bual,White
Boal,White
Budai Zöld,White
Bukettraube,White
Bocksbeutel,White
Bouquet Blanc,White
Bouquet Traube,White
Bouquettraube,White
Boxer,White
Buket,White
Bukettrebe,White
Bukettriesling,White
Sylvaner Musqué,White
Würzburger,White
Burger,White
Monbadon,White
Aouba,White
Auba,White
Berger,White
Blanc de Cadillac,White
Burger,White
Cadillac,White
Caoba,White
Castillone à Montendre,White
Frontignan,White
Frontignan des Charentes,White
Grand Blanc,White
Gros Montils,White
Meslier d'Orleans,White
Monbadon,White
and Ugni de Montpellier,White
Caíño blanco,White
Alvarinhão,White
Cainho,White
Cainho branco,White
Cainho de Moreira,White
Caino blanco,White
Caíño branco,White
Caino branco and Caino de Moreira,White
Camaralet,White
Camaralet blanc,White
Camaralet à Fleurs Femelles,White
Camaralet de Lasseube,White
Camarau,White
Camaraou blanc,White
Gentil aromatique,White
Moustardet and Petit Camarau,White
Canari blanc,White
Bellecital,White
Caillaba and Cailleba,White
Caprettone,White
Carica l'Asino,White
Carignan blanc,White
Feher Carignan and Karinjan,White
Cascarolo bianco,White
Cascarala,White
Cascarecul,White
Cascarelbo and Cascarolo,White
Catarratto,White
Castellaro,White
Cataratto Bertolaro,White
Catarratto Bianco Comune,White
Catarratto Bianco Extra Lucido,White
Cataratto Bianco Latino,White
Catarratto Bianco Lucido,White
Catarratto Bianco Lustro,White
Cataratto Bianco Nostrale,White
Cataratto Carteddaro,White
Catarratto Bertolare,White
Catarratto Bertolaro,White
Catarratto Bianco Latino,White
Catarratto Bianco Nostrale Catarratto Carteddaro,White
Cattaratto Commune,White
and Catarrato Lucido,White
Cayetana,White
Calagraño,White
Jaén blanca,White
Garrido,White
Amor blanco,White
Aujubi,White
Avesso du Minho,White
Baladi,White
Baladi-Verdejo,White
Belledy,White
Blanca Cayetana,White
Blanco Jaen,White
Cagazal,White
Calagrano,White
Calagrano blanc,White
Calegrano,White
Cayetana blanca,White
Cazagal,White
Charello,White
Charelo,White
Chaselo,White
Cheres,White
Cirial,White
Clagrano,White
Dedo,White
Dedro,White
Djiniani,White
Doradillo,White
Farta Gosos,White
Fartagosos,White
Garillo,White
Garrida,White
Garrido,White
Garriga,White
Garrilla,White
Hoja Vuelta,White
Jaén blanco,White
Jaén Doradillo,White
Jaén Empinadillo,White
Jaén Prieto blanco,White
Jaenes,White
Jaina,White
Jarime,White
Jean de Castilla,White
Jean de Letur,White
Jean de Letur de Maratella,White
Jean Doradillo,White
Jean Dore,White
Jean Prieto,White
Machuenco,White
Maizancho,White
Mariouti,White
Mourisco Arsello,White
Mourisco Portalegre,White
Naves,White
Naves Cazagal,White
Neruca,White
Padero,White
Parda,White
Pardilla,White
Pardina,White
Pirulet,White
Plateadillo,White
Plateado,White
Robal,White
Tierra de Barros,White
Verdeja,White
Virules,White
and Xarello,White
Cereza,White
Ceresa,White
Ceresina,White
Cereza Italiana,White
Cerise,White
and Chereza,White
Chardonnay,White
Arboisier,White
Arnaison blanc,White
Arnoison,White
Aubain,White
Aubaine,White
Auvergnat blanc,White
Auvernas,White
Auvernas blanc,White
Auvernat blanc,White
Auxeras,White
Auxerras blanc,White
Auxerrois blanc,White
Auxois,White
Auxois blanc,White
Bargeois blanc,White
Beaunois,White
Biela Klevanjika,White
Blanc de Champagne,White
Blanc de Cramant,White
Breisgauer Suessling,White
Breisgauer Sussling,White
Burgundi Feher,White
Chablis,White
Chardenai,White
Chardenay,White
Chardenet,White
Chardennet,White
Chardonay,White
Chardonnet,White
Chatenait,White
Chatey Petit,White
Chatte,White
Chaudenay,White
Chaudenet,White
Chaudent,White
Clävner,White
Clevner Weiss,White
Cravner,White
Epinette,White
Epinette blanc,White
Epinette blanche,White
Epinette de Champagne,White
Ericey blanc,White
Feher Chardonnay,White
Feherburgundi,White
Feinburgunder,White
Gamay blanc,White
Gelber Weissburgunder,White
Gentil blanc,White
Grosse Bourgogne,White
Klawner,White
Klevanjka Biela,White
Klevner,White
Lisant,White
Luisant,White
Luizannais,White
Luizant,White
Luzannois,White
Maconnais,White
Maurillon blanc,White
Melon blanc,White
Melon D'Arbois,White
Meroué,White
Moreau blanc,White
Morillon blanc,White
Moulon,White
Noirien blanc,White
Obaideh,White
Petit Chatey,White
Petit Sainte-Marie,White
Petite Sainte Marie,White
Pineau blanc,White
Pino Sardone,White
Pino Shardone,White
Pinot Blanc à Cramant,White
Pinot Blanc Chardonnay,White
Pinot Chardonnay,White
Pinot de Bourgogne,White
Pinot Giallo,White
Pinot Planc,White
Plant de Tonnerre,White
Romere,White
Romeret,White
Rouci Bile,White
Rousseau,White
Roussot,White
Ruländer Weiß,White
Sainte Marie Petite,White
Sardone,White
Shardone,White
Shardonne,White
Später Weiß Burgunder,White
Weiß Burgunder,White
Weiß Clevner,White
Weiß Edler,White
Weiß Elder,White
Weiß Klewner,White
Weiß Silber,White
Weißedler,White
Weißer Clevner,White
Weißer Rulander,White
Chasan,White
EM 1527-78,White
Chasselas,White
Fendant,White
Gutedel,White
Weisser Gutedel,White
Abelione,White
Abelone,White
Albilloidea,White
Alsacia blanca,White
Amber Chasselas,White
Amber Muscadine,White
Bar sur Aube,White
Bela Glera,White
Bela Zlahtnina,White
Berezka Prostaya,White
Berioska Casla,White
Beyaz Gutedel,White
Biela Plemenika Praskava,White
Biela Plemincka Chrapka,White
Biela Plemincka Pruskawa,White
Blanchette,White
Blanquette,White
Bon blanc,White
Bordo,White
Bournet,White
Bournot,White
Chablais,White
Charapka,White
Chasselas,White
Chasselas Angevin,White
Chasselas bianco,White
Chasselas Blanc Royal,White
Chasselas Blanchette,White
Chasselas Crognant,White
Chasselas Croquant,White
Chasselas de Bar-sur-Aube,White
Chasselas de Bordeaux,White
Chasselas de Florence,White
Chasselas de Fontainebleau,White
Chasselas de Jalabert,White
Chasselas de la Contrie,White
Chasselas de la Naby,White
Chasselas de Moissac,White
Chasselas de Montauban,White
Chasselas de Mornain,White
Chasselas de Pondichéry,White
Chasselas de Pontchartrain,White
Chasselas de Pouilly,White
Chasselas de Quercy,White
Chasselas de Rappelo,White
Chasselas de Tenerife,White
Chasselas de Teneriffe,White
Chasselas de Thomeri,White
Chasselas de Toulaud,White
Chasselas de Vaud,White
Chasselas di Fountanbleau,White
Chasselas di Thomery,White
Chasselas Dorada,White
Chasselas Dorato,White
Chasselas Dore,White
Chasselas Dore Hatif,White
Chasselas Dore Salomon,White
Chasselas du Doubs,White
Chasselas du Portugal,White
Chasselas du Roi,White
Chasselas du Serail,White
Chasselas du Thor,White
Chasselas Dugommier,White
Chasselas Dur,White
Chasselas Fendant,White
Chasselas Hatif de Tenerife,White
Chasselas Haute Selection,White
Chasselas Jalabert,White
Chasselas Jaune Cire,White
Chasselas Piros,White
Chasselas Plant Droit,White
Chasselas Queen Victoria,White
Chasselas Reine Victoria,White
Chasselas Salsa,White
Chasselas Tokay Angevine,White
Chasselas Vert de la Cote,White
Chasselas White,White
Chasselat,White
Chrupka,White
Chrupka Biela,White
Chrupka Bila,White
Common Muscadine,White
Danka Belaya,White
Dinka Belaya,White
Dinka blanche,White
Dobrorozne,White
Doppelte Spanische,White
Dorin,White
Doucet,White
Eau Douce blanche,White
Edelschoen,White
Edelwein,White
Edelweiss,White
Edelxeiss,White
Elsaesser,White
Elsasser Weiss,White
Fabian,White
Fabiantraube,White
Fábiánszőlő,White
Fehér Chasselas,White
Fehér Fábiánszőlő,White
Fehér gyöngyszőlő,White
Fehér ropogós,White
Fendant,White
Fendant blanc,White
Fendant Roux,White
Fendant vert,White
Florenci Jouana,White
Fondan Belyi,White
Franceset,White
Franceseta,White
Frauentraube,White
Gamet,White
Gelber Gutedel,White
Gemeiner Gutedel,White
Gentil blanc,White
Gentil vert,White
Golden Bordeaux,White
Golden Chasselas,White
Grossblaettrige Spanische,White
Grosse Spanische,White
Grosser Spaniger,White
Gruener Gutedel,White
Gutedel,White
Gutedel Weiss,White
Gutedel Weisser,White
Gyöngyszőlő,White
Junker,White
Koenigs Gutedel,White
Kracher,White
Krachgutedel,White
Krachmost,White
Lardot,White
Lourdot,White
Maisa,White
Marzemina bianca,White
Marzemina Niduca,White
Morlenche,White
Mornan blanc,White
Mornen,White
Mornen blanc,White
Most,White
Most Rebe,White
Moster,White
Pariser Gutedel,White
Perlan,White
Pinzutella,White
Plamenka Belyi,White
Plant de Toulard,White
Plant de Toulaud,White
Plemenika Praskava,White
Plemenka,White
Plemenka Bela,White
Plemenka Rana,White
Pleminka Biela,White
Praskava,White
Pruscava Biela,White
Queen Victoria,White
Queen Victoria White,White
Raisin D'officier,White
Ranka,White
Rebe Herrn Fuchses,White
Reben Herm Fuchs,White
Reben Herrn,White
Rheinrebe,White
Rosmarinentraube,White
Rosmarintraube,White
Royal Muscadine,White
Sasla,White
Sasla Bela,White
Schoenedel,White
Shasla Belaya,White
Shasla Dore,White
Shasla Lechebnaya,White
Shasla Viktoria,White
Silberling,White
Silberweiss,White
Silberweissling,White
Silberwissling,White
Strapak,White
Suessling,White
Suesstraube,White
Sweetwater,White
Sweetwater White,White
Temprano,White
Temprano blanco,White
Terravin,White
Tribi Vognoble,White
Tribiano Tedesco,White
Ugne,White
Uslechtile Bile,White
Valais blanc,White
Viala,White
Viviser,White
Waelsche,White
Waelscher,White
Weisser Gutedel,White
Weisser Krachgutedel,White
White Chasselas,White
White Muscadine,White
White Sweetwater,White
White Van der Laan,White
Zlahtina,White
Zlahtnina,White
Zlahtnina Bijela,White
Zlatina,White
and Zupljanka,White
Chenel,White
Chenin blanc,White
Pineau de la Loire,White
Steen,White
Agudelo,White
Agudillo,White
Anjou,White
Blanc d'Aunis,White
Blanc d’Anjou,White
Capbreton blanc (Landes,White
France),White
Confort,White
Coue Fort,White
Cruchinet,White
Cugnette,White
Feher Chenin,White
Franc blanc (Aveyron,White
France),White
Franche,White
Gamet blanc (Aveyron,White
France),White
Gros Chenin,White
Gros Pineau,White
Gros Pinot Blanc de la Loire,White
Gout Fort,White
Luarskoe,White
Pineau d'Anjou,White
Pineau de Briollay,White
Pineau de la Loire,White
Pineau de Savennières,White
Pineau Gros,White
