Name,Type
Grüner Weissgipfler,White
Grüner Weltliner,White
Grünmuskateller,White
Gruner Veltliner,White
Manhardsrebe,White
Manhardtraube,White
Manhartsrebe,White
Mauhardsrebe,White
Mouhardrebe,White
Mouhardsrebe,White
Muskatel,White
Muskatel Zeleny,White
Nemes Veltelini,White
Plinia Austriaca,White
Ranfol bianco,White
Ranfol Bijeli,White
Ranfol Weisser,White
Rdeci Veltinec,White
Reifler Weiss,White
Ryvola Bila,White
Tarant Bily,White
Valtelin blanc,White
Valtelina vert,White
Valteliner,White
Valteliner blanc,White
Valteliner vert,White
Velteliner Grüner,White
Velteliner vert,White
Velteliner Weisser,White
Veltelini Zöld,White
Veltlin Zeleny,White
Veltlinac Zeleni,White
Veltlinec,White
Veltliner,White
Veltliner blanc,White
Veltliner grau,White
Veltliner Grun,White
Veltliner Gruner,White
Veltliner Grün,White
Veltliner verde,White
Veltlini,White
Veltlinske Zelené,White
Veltlínské Zelené,White
Veltlinski Zelenii,White
Veltlinsky Vert,White
Veltlinsky Zeleny,White
Vetlinac,White
Vetlinac Zeleni,White
Weisser Raifler,White
Weisser Reifler,White
Weisser Valteliner,White
Weisser Velteliner,White
Weisser Veltliner,White
Weissgipfler,White
Weissgipfler Grüner,White
Yesil Veltliner,White
Zeleni Vetlinac,White
Zeleny Muskatel,White
Zleni Veltinac,White
Zöld Muskotally,White
Zöld Muskotalynak,White
Zöld Veltelini,White
Zöld Velteliny,White
Zöldveltelini and Zold Veltelini,White
Guardavalle,White
Gutenborner,White
Geisenheim 17-52,White
Hárslevelű,White
Budai Goher,White
Feuille de Tilleul,White
Frunza de Tei,White
Frunze de Tei,White
Gars Levelyu,White
Garsh Levelyu,White
Garsleveliu,White
Garsz Levelju,White
Gorsh Levelyu,White
Hachat Lovelin,White
Harch Levelu,White
Harchlevelu,White
Hars Levelu,White
Hars Levelü,White
Hárs Levelű,White
Hars Levelyu,White
Harslevele,White
Hárslevele,White
Harst Leveliu,White
Harzevelu,White
Hosszúnyelű Fehér,White
Kerekes,White
Kereklevelű,White
Lämmerschwanz,White
Lämmerschwanz,White
Weisser,White
Lidenblättriger,White
Lindenblätrige,White
Lindenblättrige,White
Lindenblättriger,White
Lindenblütrige,White
Lindener,White
Lipolist,White
Lipolist Biyali,White
Lipovina,White
Musztafer,White
Nöthab,White
Tarpai,White
Tokai,White
Tokay,White
and Vörös,White
Hondarrabi Zuri,White
Humagne Blanche,White
Huxelrebe,White
Courtillier Musqué,White
Alzey S 3962 or AS 3962,White
Incrocio Manzoni,White
Irsai Oliver,White
Irsay Oliver,White
Irsai Olivér,White
Aranyló,White
Aranyló Korai,White
Carola,White
Irchai Oliver,White
Irsai,White
Irsai Olivér Muskotály,White
Irshai Oliver,White
Karola,White
Korai Aranyló,White
Muscat Oliver,White
Muskat Irsai Oliver,White
Muskat Oliver,White
Olivér Irsai,White
Oliver Irsay,White
Zoeloetistii Rannii,White
Zolotisti Ranij,White
Zolotistyi Rannii,White
Zolotistyi Ranniy,White
Zolotistyj Rannij,White
and Zolotisztuej Rannij,White
Italia,White
Jacquère,White
Altesse de Saint-Chef,White
Blanc des Ecoutoux,White
Buisserate,White
Cherche,White
Coufe Chien,White
Cugnete,White
Cugnette,White
Cugniette,White
Jacquère Blanche,White
Jacquèrre,White
Jacquière,White
Martin Cot,White
Martin Cot Blanc,White
Molette de Montmelian,White
Patois Rossette,White
Plant de Myans,White
Plant des Abymes,White
Redin,White
Robinet,White
Rossettin,White
Roussette,White
Roussette de Montmelian,White
Jampal,White
Juhfark,White
Bacso,White
Balatoni Szőlő,White
Bárányfarkú,White
Boros,White
Boros Fehér,White
Boros Vékonyhéjú,White
Budai Goher,White
Coada Oii,White
Dünnschalige,White
Durbancs,White
Durbants,White
Fehér Boros,White
Fehérszőlő,White
Ihfarku,White
Jufarco,White
Juhfarks Weisser,White
Juhfarkú,White
Juhfarku Gelber,White
Kukuruztraube,White
Lämmerschwanz,White
Mohácsi,White
Mustafer,White
Musztafehár,White
Nyárhajú,White
Oocji Rep Bili,White
Pápai,White
Sarboros,White
Sárga Boros,White
Schweifler,White
Szeplős,White
Tämmerschwanz Weisser,White
Tarpai,White
Török Búza Szőlő,White
Tokayer Langer Weisser,White
Vékonyhéjú,White
and Vinase,White
Juwel,White
Kanzler,White
Keknyelu,White
Kéknyelű,White
Kerner,White
Herold Triumpf,White
Herold Weiss,White
Schiava Grossa × Riesling Renano WE 25,White
30,White
Trollinger × Riesling Renano WE S 25,White
30,White
WE S 2530,White
Weinsberg S 25-30,White
Weißer Herold,White
Knipperle,White
Klein Rauschling,White
Beli Kleschiz,White
Breisgauer Riesling,White
Colmer,White
Drobni Kleshiz,White
Elsaesser,White
Eltinger,White
Faktor,White
Gelber Ortlieber,White
Kauka Weiss,White
Kipperle,White
Klein Rauschling,White
Kleiner Gelber,White
Kleiner Methuesser,White
Klescec,White
Kleschiz Beli,White
Knackerle,White
Kniperle,White
Libiza,White
Mali Javor,White
Metsuesser Klein,White
Mielleux Petit,White
Oettlinger,White
Ortlibi Sarga,White
Ortlieber,White
Ortlieber A 2,White
Ortlieber Früh,White
Ortlieber Gelb,White
Ortlieber Grün,White
Ortlieber Spaet,White
Ortlieber Weiss,White
Ortlieber Weisser,White
Ortliebi,White
Ortliebske Rane,White
Ortliebstraube,White
Petit Mielleux,White
Raeuschling Klein,White
Reichenweiberer,White
Reichenweierer,White
Reichenweiherer,White
Rochelle,White
Rochelle Blanche,White
Roshel,White
Rungauer,White
Sibiza,White
Türkheimer,White
Koshu,White
Karija l'Osü,White
Krstač,White
Beli Krstac,White
Bijela Krata,White
Bijela Loza,White
Bijela Vinogradarska,White
Bijeli Krstac,White
Krata Bijela,White
Krsta Bijela,White
Krstac Bijeli,White
Krstaca Bijela,White
Krstach Bianco,White
Loza Bijela,White
and Vinogradarska Bijela,White
Kujundžuša,White
Ladikino,White
Lado,White
Lagarino bianco,White
Chegarèl and Sghittarella,White
Lagorthi,White
Lauzet,White
Laouset,White
Lauzet Blanc and Lercat Blanc,White
Len de l'El,White
Len de l'Elh,White
Loin-de-l'oeil,White
Cavaille,White
Cavailles,White
Cavalie,White
Cavalier,White
Endelel,White
Kavale,White
Kavaler,White
L'Endelel,White
Len de l'Elh,White
Len del El,White
Lenc de l'El,White
Lendellet,White
Loin de l'oeil,White
Loureira,White
Arinto,White
Branco Redondo,White
Branco Redondos,White
Dorado,White
Dourada,White
Dourado,White
False Pedro,White
Gallego Dourado,White
Loeireiro Blanco,White
Loureiro,White
Loureiro Blanco,White
Marques,White
Marquez,White
and Rutherglen Pedro,White
Luglienga,White
Agliana,White
Agosenga di Aosta,White
Agostenga,White
Agostenga di Aosta,White
Agostinga,White
Augustaner weiss,White
Augustauer,White
Belle Alliance,White
Blanc de Bovelle,White
Blanc de Champagne,White
Blanc de Pagès,White
Blanc précoce de Kientzheim,White
Blussard weiss,White
Blussart weiss,White
Bona in Ca,White
Budazgoher,White
Buona in casa,White
Burchardt's Amber Cluster,White
Busby's Golden Hamburgh,White
Champion Dore,White
Charnu,White
Early Kientzheim,White
Early Leipzig,White
Early Green Madeira,White
Early White Malvasia,White
Fresa di Mensa,White
Frueher Grosser Malvasier,White
Frueher Grosser Gelber Malvasier,White
Frueher Leipziger,White
Frueher Orléans,White
Fruehweisse Zibede,White
Gelbe Seidentraube,White
Gosvabne Zhelte,White
Golden Hamburgh,White
Gros blanc,White
Grove End Sweetwater,White
Guštana,White
Hedvanbé zluté,White
Hodvabné ztlé,White
Joannen Charnu,White
Joanenc,White
Joannenc,White
Jouanen,White
Jouanenc,White
Jouannenc,White
Jouannene,White
Juanen,White
Julliatique blanche,White
Karmelitanka bijela,White
Kientsheim,White
Krim ai Izium,White
Krim ai Izyum,White
Krym ai Izyum,White
Krymskii Rannii Vinograd,White
Lignan,White
Lignan blanc,White
Lignenga,White
Lilanica,White
Limian,White
Linian,White
Linian belii,White
Linian Belyi,White
Linyan,White
Linyan Belyi,White
Lugiadega,White
Ligiana bianca,White
Lugliata,White
Lugliatica,White
Luglienca,White
Luglienco bianco,White
Luglienga,White
Luglienga bianka,White
Luglienga bianca,White
Luglienga verde,White
Luglienchis,White
Lugliolina,White
Lugliota,White
Lulienga,White
Luigese,White
Madalénen,White
Madeleine Alb,White
Madeleine blanche,White
Madeleine verte de la Dorée,White
Madlen belii,White
Madlen Belii Rannii,White
Margit Fegher,White
Margit féher,White
Margit Korai Feher,White
Meslier,White
Précoce de Hongrie,White
Précoce du Vaucluse,White
Pulsar Belyi,White
Pulsart blanc,White
Ragusaner weiss,White
Raisin de la Saint-Jean,White
Raisin de Vilmorin,White
Ranka,White
Rognaneau,White
Rumamellas,White
Saint John‘s,White
San Jacopo,White
Santa Anna di Lipsia,White
Seidentraube,White
Seidentraube Gelb,White
Selkovaia Kist,White
Shelkovaya Kist,White
St Anna di Lipsia,White
Uva Buona in Casa,White
Uva Pastora,White
Uva di Sant'Anna,White
Vert Précoce de Madère,White
Vigriega,White
Waelsch Gelb and Weisser Kilianer,White
Lumassina,White
Mataòssu,White
Macabeo,White
Macabeu,White
Viura,White
Alcañol,White
Blanca de Daroca,White
Charas blanc,White
Forcalla,White
Gredelín,White
Lardot,White
Listan Andaludschii,White
Listan Andaluzskii,White
Lloza,White
Macaban,White
Macabeu,White
Maccabeo,White
Maccabeou,White
Maccabeu,White
Makkobeo,White
Malvoisie,White
Provensal,White
Queue de Renard,White
Rossan,White
Subirat,White
Tokay,White
Ugni blanc,White
Viuna,White
Xarello,White
Maceratino,White
Aribona,White
Bianchetta,White
Bianchetta Montecchiese,White
Greco,White
Greco ad acini piccoli,White
Greco bianco delle Marche,White
Greco Castellano,White
Greco delle Marche,White
Greco Fino,White
Greco Maceratino,White
Greco Montecchiese,White
Maceratese,White
Matelicano,White
Montecchiese,White
Ribona,White
Uva Stretta,White
Verdicchio Marina,White
Verdicchio Marino,White
Verdicchio Sirolese and Verdicchio Tiroles,White
Madeleine Angevine,White
Azhupskaja Mladenka,White
Chasselas de Talhouet,White
Juliusi Magdolna,White
Korai Magda,White
Maddalena Angevina,White
Madelaine Angevine,White
Madlen Angevine,White
Madlen Anzevin,White
Madlen Anzhevin,White
Madlen Anzhuiskaya,White
Madlenka Rana,White
Magdalene Angevine,White
Magdalenka Skora,White
Magdalina Anzhuiskaya,White
Margitszoeloe,White
Petrovskii,White
and Republician,White
Majarcă Albă,White
Malagousia,White
Malagoussia,White
Malagouzia,White
Malagoyzia,White
Malaouzia,White
Malaoyzia,White
Melaouzia,White
and Melaoyzia,White
Malvar,White
Lairén,White
Malvasia,White
includes several sub-varieties,White
Mantonico bianco,White
Mantonacu,White
Mantonica vera,White
Mantonico Maclugnese,White
Mantonico vero,White
Mantonicu Pizzutella,White
Mantonicu vera and Mantonacu Viru della Locride,White
Manteudo,White
Maria Gomes,White
Fernão Pires,White
Camarate,White
Fernam Pires,White
Fernan Piriz,White
Fernão Pirão,White
Fernao Pires,White
Fernão Pires do Beco,White
Gaeiro,White
Gaieiro,White
Maria Gomes,White
and Molinha,White
Marsanne,White
Avilleran,White
Avilleron,White
Champagne Piacentina,White
Ermitage,White
Ermitage Blanc,White
Ermitazh,White
Grosse Roussette,White
Hermitage,White
Johannisberg,White
Marsan Belyi,White
Marsanne Blanche,White
Marzanne,White
Metternich,White
Rousseau,White
Roussette de Saint Peray,White
Roussette Grosse,White
White Hermitage,White
and Zrmitazh,White
Marzemina bianca,White
Berzemina di Breganze,White
Champagna,White
Champagne,White
Sampagne and Sciampagna,White
Mauzac,White
Aiguillon,White
Becquin,White
Bekin,White
Bequin,White
Blanc Lafitte,White
Blanquette,White
Blanquette Aventice,White
Blanquette de Limoux,White
Blanquette Sucrée,White
Caspre,White
Clairac,White
Feuille Ronde,White
Gaillac,White
Gaillade,White
Gamet blanc,White
Manzac,White
Maousac,White
Mausac,White
Maussac,White
Mauza,White
Mauza blanca,White
Meauzac,White
Moisac,White
Moissac,White
Moysac,White
Mozac,White
Mozak Belyi,White
Peron,White
Perrond,White
Pied Rond,White
Plant de Gaillac,White
Primard,White
Queue Fort,White
Queue Roide,White
and Sudunais,White
Melon de Bourgogne,White
Muscadet,White
Auxerrois Gros,White
Biaune,White
Blanc de Nantes,White
Bourgogne blanche,White
Bourgogne verde,White
Bourgogne verte,White
Bourguignon blanc,White
Clozier,White
Feher Nagyburgundi,White
Feuille Ronde,White
Gamay blanc,White
Gamay Blanc à Feuilles Rondes,White
Gamay Blanc Feullies Rondes,White
Game Kruglolistnyi,White
Gros Auxerrois,White
Gros blanc,White
Grosse Saint Marie,White
Lyonnais,White
Lyonnaise blanche,White
Malin blanc,White
Mele,White
Melon,White
Meurlon,White
Mourlon,White
Muscadet,White
Perry,White
Petit Bourgogne,White
Petit Muscadet,White
Petite Biaune,White
Petoin,White
Petouin,White
Picarneau,White
Plant de Lons-Le-Saulnie,White
Roussette Basse,White
Später Weisser Burgunder,White
and Weisser Burgunder,White
Merlot blanc,White
Merlau blanc,White
Merlaut blanc and Merlot bianco,White
Merseguera,White
Verdil,White
Verdosilla,White
Blanqueta,White
Blanquilla,White
Escanyagos,White
Exquitsagos,White
Exquitxagos,White
Gayata,White
Gayata Blanca,White
Lanjaron,White
Lanjaron Claro,White
Macaban,White
Macabeo Basto,White
Marisancha,White
Marisancho,White
Marseguera Masadera,White
Masaguera,White
Masseguera,White
Menseguera,White
Merseguera de Rio,White
Mersequera,White
Meseguera,White
Messeguera,White
Messeguera Comun,White
Mezeguera,White
Mezeyguera,White
Planta Borda,White
Planta de Gos,White
Trova,White
Uva Planta,White
Verdosilla,White
and Verema Blanca,White
Meslier St-François,White
Anereau,White
Annereau,White
Blanc ramé,White
Blanc ramet,White
Bonne blanche,White
Bordeaux blanc,White
Chalosse,White
Chalosse de Bordeaux,White
François blanc,White
Gros meslier,White
Grosse blanche,White
Meslier,White
Meslier blanc,White
Meslier d’Orleans,White
Meslier de Seine et Oise,White
Meslier du Gâtinais,White
Meslier du Gers,White
Meslier gros,White
Meslier jaune,White
Meslier vert,White
Pelgarie,White
Pot de vin,White
Purgarie and Rochelin,White
Mezesfehér,White
Minella bianca,White
Eppula,White
Minedda bianca,White
Minnedda bainca,White
Minnedda bianca,White
Minnedda bianca de Catane,White
Minnedda Ianca and Minella,White
Miousap,White
Molette,White
Molette blanche and Molette de Seyssel,White
Moll,White
Montonico bianco,White
Bottato,White
Caprone,White
Ciapparone,White
Chiapparone,White
Coppa,White
Montanaro,White
Ognone,White
Racciapollona,White
Racciapollone,White
Raccipolluta,White
Roccipolluta,White
Roccipoluta,White
Trebbiano Marchigiano,White
Trebbiano Montanaro,White
Uva d'Oro di poggio delle rose,White
Uva di poggio delle rose,White
Uva Fermana,White
Uva Racciapoluta,White
Uva Roccipolluta and Uva Regno,White
Montu,White
Bianchetto,White
Bianchiana,White
Bianchino,White
Montoncello,White
Montonego bianco,White
Montuni and Montuno,White
Morio-Muskat,White
Moscatel Rosada,White
Moscato Giallo,White
Fior d'Arancio,White
Goldenmuskateller,White
Goldmuskateller,White
Moscat,White
Moscatel,White
Moscato Cipro,White
Moscato dalla Siria,White
Moscato Sirio,White
Moscato Siro,White
Muscat du Pays,White
Muscat Italien,White
Muscat vert,White
Muscatedda,White
Muscato de Goloio,White
Muskat Dzhiallo and Muskat Zuti,White
Moschofilero,White
Moscophilero,White
Fileri Tripoleos,White
Filleri Tripoleos,White
Moschofilero,White
Moschophilero,White
Moscophilero,White
Mosxofilero,White
Phileri Tripoleos,White
Mtsvane,White
Dedali Mtsvane,White
Dedali Mtzvane,White
Dedam Kourdzeni,White
Dedat Kourdzeni,White
Dedat Kurdzeni,White
Dedate Koudzeni,White
Mamali Mtsvane,White
Mamali Mtsvani,White
Mamali Mtzvane,White
Matsvane Kakhetinskii,White
Matsvani,White
Mchkhara,White
Mchknara,White
Mciknara,White
Mcvane Kachetinskij,White
Mcvane Kahetinski,White
Mtchknara,White
Mtsvane Kakhetinskii,White
Mtzvane Kachuri,White
Mtzvane Kakhetinsky,White
Mzibani,White
and Sapena,White
Müller-Thurgau,White
Rivaner,White
Miler Turgau,White
Müller,White
Müller-Thurgaurebe,White
Müllerka,White
Müllerovo,White
Müller-Thurgeau,White
Müllerka,White
Müllerovo,White
Riesling-Silvaner,White
Riesling-Sylvaner,White
Riesling x Silavaner,White
Rivaner,White
Rizanec,White
Rizlingsilvani,White
Rizlingszilvani,White
Rizlingzilvani,White
Rizvanac,White
Rizvanac Bijeli,White
Rizvanec,White
Rizvaner,White
Muscadelle,White
Angelicaut,White
Angelico,White
Blanc Cadillac,White
Blanche Douce,White
Bouillenc Muscat,White
Buillenc,White
Cadillac,White
Catape,White
Colle,White
Colle Musquette,White
Doucanelle,White
Douzanelle,White
Enfin,White
Guepie,White
Guilan Doux,White
Guilan Muscat,White
Guilan Musque,White
Guillan,White
Guillan Musque,White
Guinlhan Musque,White
Marmesie,White
Marseillais,White
Melon de Bougogne,White
Muscade,White
Muscadela,White
Muscadelle de Bordelais,White
Muscadet,White
Muscadet Doux,White
Muscalea,White
Muscat Fou,White
Musquette,White
Pedro Ximenes Krimsky,White
Raisimotte,White
Raisin de Musco,White
Raisinote,White
Raisinotte,White
Rousselou,White
Sauvignon à Gros Grains,White
Sauvignon Muscadelle,White
Sauvignon vert,White
Tokay,White
Vesparo,White
and White Angelica,White
Muscat,White
Moscato,White
Misket,White
Muscat of Alexandria,White
Moscatell,White
Moscatel de Málaga,White
de Setúbal,White
Acherfield's Early Muscat,White
Aggliko,White
Albillo de Toro,White
Aleksandrijski Muskat,White
Alexander Muskat,White
Alexandriai Muskotally,White
Alexandrian Frontignan,White
Alexandriski Muskat,White
Anglico,White
Angliko,White
Apostoliatiko,White
Argelino,White
Augibi,White
Augibi Blanc,White
Augibi de Muscat,White
Augibi Muscat,White
Augihi Muscat,White
Bornova Misketi,White
Bowood Muscat,White
Broccula,White
Cabas à la Reine,White
Charlesworth Tokay,White
Chasselas Fleur d'Oranger,White
Chasselas Musqué,White
Cibeben Muskateller,White
Cibib,White
Cibib Muskatani Bijeli,White
Damascener Weiss Muscat,White
Damaszkuszi Muskotally,White
Daroczy Musko,White
Englesiko,White
Escholada Superba,White
Fruity Lexia,White
Gerosolimitana Bianca,White
Gordo,White
Gris de Muscat,White
Hanepoot,White
Hbiqui,White
Isidori,White
Iskenderiye Misketi,White
Iskendiriye Misketi,White
Jubi,White
Jubi Blanc,White
Kabridja,White
Kabrija,White
Kalabrija,White
Malaga,White
Malaga Blanc,White
Malakay,White
Meski,White
Moscatel,White
Moscatel Bianco,White
Moscatel Blanco,White
Moscatel de Alejandria,White
Moscatel de Aleyandria,White
Moscatel de Chipiona,White
Moscatel de Espana,White
Moscatel de Grano Gordo,White
Moscatel de Jesus,White
Moscatel de Lanzarote,White
Moscatel de Malaga,White
Moscatel de Samso,White
Moscatel de Setubal,White
Moscatel de Valencia,White
Moscatel Flamenco,White
Moscatel Gordo,White
Moscatel Gordo Blanco,White
Moscatel Gorron,White
Moscatel Groso,White
Moscatel Malaga,White
Moscatel Real,White
Moscatel Roma,White
Moscatel Romano,White
Moscatel Romano Blanco,White
Moscatel Ulmancia,White
Moscatellone,White
Moscatelon,White
Moscatelone,White
Moscato di Alessandria,White
Moscato di Calabria,White
Moscato di Pantellaria,White
Moscato di Pantelleria,White
Moscato Gordo,White
Moscato Romano,White
Moschato Alexandrias,White
Moschato Limnou,White
Muscat,White
Muscat A Gros Grains,White
Muscat Bowood,White
Muscat Caminada,White
Muscat Candia,White
Muscat Croquant,White
Muscat d'Alesandrie,White
Muscat d'Alexandrie,White
Muscat d'Alexandrie Blanc,White
Muscat d'Alexandrie de Raf Raf,White
Muscat d'Espagne,White
Muscat de Alexandria,White
Muscat de Caminada,White
Muscat de Jerusalem,White
Muscat de Kelibia,White
Muscat de Raf-Raf,White
Muscat de Rivesaltes,White
Muscat de Roma,White
Muscat de Rome,White
Muscat de Sagunto,White
Muscat de Sale,White
Muscat Escholata,White
Muscat Flame,White
Muscat Gardo,White
Muscat Gordo Blanco,White
Muscat Grec,White
Muscat Llansa,White
Muscat Primavis,White
Muscat Romain,White
Muscat Tynningham,White
Muscataiu,White
Muscatdamascener Weiss,White
Muscatellone di Espagna,White
Muscato Romano,White
Muskat Aleksandriiskii,White
Muskat Etolyata,White
Muskat Krupni,White
Muskat Mali,White
Muskat Rapski,White
Muskat Veliki,White
Pais Myuske,White
Panse Muscade,White
Panse Muscat,White
Panse Musque,White
Panse Musquee,White
Paradisia,White
Pasa de Malaga,White
Pascal Muscat,White
Passe Muscat,White
Raisin de Malaga,White
Raisin du Husaco,White
Roode Hanepoot,White
Ryton Muscat,White
Salamanca,White
Salamanna,White
Salamanna Bianca,White
Salamonica,White
Seralamanna,White
Smirnai Szagos,White
Spanier Weiss,White
Tamaiioasa de Alexandria,White
Tokay Musqué,White
Tottenham Park Muscat,White
Tynningham Muscat,White
Uva Aceituna,White
Vanille Raisin,White
Vizaca,White
White Hanepoot,White
White Muscat of Alexandria,White
White Muscat of Lunel,White
White Romain,White
Zibeben-Muscateller Weisser,White
Zibibbo,White
Zibibbo Blanco,White
Zibibbo di Pantelleria,White
Zibibbu,White
Zibibbu di Sicilia,White
Zihibbo,White
Zihibbo di Marcellinaria,White
Zihibbo di Milazzo,White
Zihibbo di Pantelleria,White
Zihibbo di Termini,White
Zihibbo di Trapani,White
Zihibbo Hianco Moscato,White
and Zihibbu di Sicilia,White
Muscat Blanc à Petits Grains,White
Muscat Frontignan,White
Muskateller,White
Moscatel branco,White
Frontignan,White
Frontignan,White
and in Macedonia and Serbia is known as Temjanika,White
Muscat Ottonel,White
Chasselas Saint Fiacre,White
Mirisavka,White
Mirislavka,White
Misket Ottonel,White
Moscato Otonel bianco,White
Moscato Ottonel,White
Moscatos,White
Mozzonel,White
Muscadel Ottonel,White
Muscat Otonel blanc,White
Muscat Otonel White,White
Muscat Ottone,White
Muscat Ottonel Weiss,White
Muscats,White
Muskat Otonel,White
Muskat Otonel Bijeli,White
Muskat Otonel Weisser,White
Muskat Ottonel (in Austria,White
Germany and Slovenia),White
Muskotally,White
Muskotály,White
Ottonel,White
Ottonel Frontignan,White
Ottonel Muscotally,White
Ottonel Muskotály,White
Tǎmîioasǎ Ottonel,White
Muscat de Craciunel Tirnave and Tamiioasa Ottonel,White
Nasco,White
Basco Bianco,White
Nasco Bianco,White
Nasco di Sardegna,White
Nascu,White
Nasko Sardinskii,White
Nusco,White
Ogu de Aranna and Resu,White
Neherleschol,White
Neuburger,White
Brubler,White
Brugler,White
Feher Neuburger,White
Feher Neuburgi,White
Feher Neuburgi Ujvari,White
Neiburger,White
Neuburg,White
Neuburger Alb,White
Neuburger blanc,White
Neuburger Weisser,White
Neuburgi,White
Neuburgske,White
Neuburske,White
Neue Rebe,White
Neugurger Bijeli,White
Nojburger,White
Novogradski,White
Ujvari,White
Weisser Neuburger,White
Nobling,White
Staatliches Weinbauinstitut Freiburg: FR 128-40 and Freiburg 128-40,White
Nosiola,White
Nuragus,White
Abbondosa,White
Abboudossa,White
Abbsudosa,White
Abundans,White
Aksina de Marjian,White
Aksina de Popurus,White
Axina de Margiai,White
Axina de Popurus,White
Axina Scacciadeppidus,White
Bruscu biancu,White
Burdu,White
Garna Chchija,White
Garnaccia,White
Granazza,White
Lacconargiu,White
Malvasia di Luras,White
Meragus,White
Nugarus,White
Nuragus blanc de Sardaigne,White
Nuragus Moscadeddu,White
Nuragus Moscatello and Nuragus Trebbiana,White
Ondenc,White
Austenq,White
Béquin,White
Bergeracois,White
Blanc de Gaillac,White
Blanc Select,White
Blanc Selection Carrière,White
Blanquette,White
Blanquette Sucrée,White
Chaloche,White
Chalosse,White
Cu de Brecherou,White
Doudant Blanc,White
Doundent,White
Dourec,White
Dourech,White
Fronsadais,White
Gaillac,White
Irvine's White,White
Mauzac,White
Œil de Tour,White
Ondain,White
Ondainc,White
Ondent,White
Ondin,White
Oundenc,White
Oundenq,White
Oustenc,White
Oustenq,White
Oustenque,White
Piquepout de Moissac,White
Plant de Gaillac,White
Prendiou,White
Prentiou,White
Primai,White
Primaic,White
Primard,White
Printiou,White
Riverain,White
Sable Blanc,White
Semis Blanc,White
Sencit Blanc,White
Sensit Blanc,White
and Sercial,White
Optima,White
Geilweilerhof 33-13-113 and Gf 33-13-113,White
Oraniensteiner,White
Orion,White
Geilweilerhof GA-58-30 and Gf GA-58-30,White
Ortega,White
Ortrugo,White
Altrughe,White
Altrugo,White
Altrugo de Rovescala,White
Altrugo de Rovalesca,White
Artrugo,White
Barbasina,White
Barbesina,White
Barbesino,White
Barbesino bianco,White
Barbsin agglomerato,White
Barbsin bianco,White
Ortrugo de Rovescala,White
Trebbiano di Tortona,White
Vernasino bianco and Vernesina,White
Oz,White
Pagedebit,White
Pallagrello bianco,White
Pallarelli,White
Pallagrella bianca,White
Pallagrello di Avellino,White
Pallarella and Piedimonte bianco,White
Palomino,White
Listan,White
Perrum,White
Pampanuto,White
Pampanino,White
La Pampanuta,White
Pampanino,White
Pampanuta,White
Pampanuto di Terlizzi and Rizzulo,White
Parč,White
Pardillo,White
Pardina,White
Parellada,White
Martorella,White
Montonec,White
Montonech,White
Montonega,White
Montoneo,White
Montonero,White
Montonet,White
Parellada blanc,White
Perelada and Perellada,White
Pascal blanc,White
Brun Blanc,White
Jacobin violet,White
Ostertraube,White
Pascal,White
Pascaou Blanc,White
Plant Pascal and Plant Pascolu,White
Passerina,White
Pecorino,White
Pecorello,White
Arquitano,White
Biancuccia,White
Bifolchetto,White
Bifolco,White
Bifolvo,White
Dolcipappola,White
Dolcipappolo,White
Forcese,White
Forconese,White
Iuvino,White
Juvino,White
Lanzesa,White
Moscianello,White
Mosciolo,White
Mostarello,White
Norcino,White
Pecorella,White
Pecorello,White
Pecorello di Rogliano,White
Pecori,White
Pecorina,White
Pecorina Aquitanella,White
Pecorina Arquatanella,White
Pecorino Bianco,White
Pecorino de Arquata,White
Pecorino di Arquata,White
Pecorino di Osimo,White
Piscianello,White
Piscianino,White
Promotico,White
Sgranarella,White
Stricarella,White
Striccarella,White
Trebbiano Viccio,White
Uva Cani,White
Uva degli Osti,White
Uva Dell'occhio Piccola,White
Uva Delle Donne,White
Uva Delle Peccore,White
Uvarella,White
Uvina,White
Vecia,White
Verdicchio Bastardo Bianco,White
Vissanello and Vissanello bianco,White
Pedro Giménez,White
Pedro Ximénez,White
PX,White
Alamís,White
Alamais,White
Chirones,White
Corinto bianco,White
Don Bueno,White
Jimenez,White
Pedro,White
Himenez,White
Ximénez,White
Ximénès,White
Pedro Jimenez,White
Pedro Khimenes,White
Pedro Ximénès,White
Pedro Ximenes,White
Pedro Ximenez,White
Pedro Ximenez Bijeli,White
Pedro Ximenes De Jerez,White
Pedro Ximenez De Montilla,White
Pedro Ximinez,White
Pero Ximen,White
Perrum,White
Pasa Rosada De Malaga,White
Pierre Ximenes,White
Uva Pero Ximenez,White
Uva Pero Ximen,White
Uva Pero Ximenes,White
Pero Ximenez,White
Ximen,White
Ximenes,White
Ximenez,White
Alamis De Totana,White
Alamis,White
Myuskadel,White
Verdello,White
Ximenecia,White
Zalema Colchicina and the abbreviation PX,White
Perle,White
Petit Courbu,White
Courbu and Courbu Petit,White
Petit Manseng,White
Izkiriota Ttipi,White
Escriberou,White
Ichiriota Zuria Tipia,White
Mansein,White
Mansein Blanc,White
Manseing,White
Mansenc Blanc,White
Mansenc Grisroux,White
Manseng Blanc,White
Manseng Petit Blanc,White
Mansengou,White
Mansic,White
Mansin,White
Mausec,White
Mausenc Blanc,White
Miot,White
Petit Mansenc,White
and Petit Manseng Blanc,White
Petit Meslier,White
Arbonne,White
Barnay,White
Bernais,White
Bernet,White
Co De France,White
Crene,White
